user_id,match_id,map_id,x,y,z,ts,event,is_bot,date
1443,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,9.990187,100.56918,44.361614,1970-01-21 11:51:54.068,BotPosition,True,1970-01-21
1432,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-79.62087,130.36325,-278.65677,1970-01-21 11:51:54.138,BotPosition,True,1970-01-21
1463,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-103.97319,133.20892,258.3143,1970-01-21 11:51:54.098,BotPosition,True,1970-01-21
1435,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-52.09079,126.57569,-270.55115,1970-01-21 11:51:54.148,BotPosition,True,1970-01-21
1432,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-64.6045,127.483185,-279.76843,1970-01-21 11:51:54.143,BotPosition,True,1970-01-21
1470,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-172.88,143.75926,260.52686,1970-01-21 11:51:54.138,BotPosition,True,1970-01-21
1447,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,208.19385,104.49621,171.06331,1970-01-21 11:51:53.997,BotPosition,True,1970-01-21
1463,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-148.34631,147.54245,308.6449,1970-01-21 11:51:54.002,BotPosition,True,1970-01-21
1480,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,180.5152,113.24999,94.67088,1970-01-21 11:51:54.053,BotPosition,True,1970-01-21
1477,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,156.5031,113.24999,92.92189,1970-01-21 11:51:54.345,BotPosition,True,1970-01-21
1450,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,41.610317,100.75419,51.363667,1970-01-21 11:51:54.048,BotPosition,True,1970-01-21
1480,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,169.25061,113.24999,72.95281,1970-01-21 11:51:54.148,BotPosition,True,1970-01-21
1480,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,168.48064,113.24999,94.76154,1970-01-21 11:51:54.219,BotPosition,True,1970-01-21
1477,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,127.960106,105.770096,105.19954,1970-01-21 11:51:54.249,BotPosition,True,1970-01-21
1477,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,40.11813,106.455414,-3.5236785,1970-01-21 11:51:54.671,BotPosition,True,1970-01-21
1463,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-200.46617,125.1686,184.5403,1970-01-21 11:51:54.178,BotPosition,True,1970-01-21
1457,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-3.489071,108.21724,-3.0601642,1970-01-21 11:51:54.173,BotPosition,True,1970-01-21
1460,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-106.4045,125.92493,-322.5515,1970-01-21 11:51:53.987,BotPosition,True,1970-01-21
1432,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,84.74666,128.74986,-288.47733,1970-01-21 11:51:54.249,BotPosition,True,1970-01-21
1447,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,181.92319,100.12499,168.43121,1970-01-21 11:51:54.007,BotPosition,True,1970-01-21
1463,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-97.79522,103.13531,70.488266,1970-01-21 11:51:54.264,BotPosition,True,1970-01-21
1467,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-157.91527,147.525,303.17288,1970-01-21 11:51:54.017,BotPosition,True,1970-01-21
1477,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,126.41877,105.71391,104.8376,1970-01-21 11:51:54.198,BotPosition,True,1970-01-21
1432,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,75.71962,126.501205,-307.0485,1970-01-21 11:51:54.339,BotPosition,True,1970-01-21
1460,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,59.995655,108.370575,-28.1452,1970-01-21 11:51:54.098,BotPosition,True,1970-01-21
1467,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-113.19429,103.33003,94.679596,1970-01-21 11:51:54.309,BotPosition,True,1970-01-21
1432,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-272.6224,120.83547,-324.49207,1970-01-21 11:51:54.012,BotPosition,True,1970-01-21
1457,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,4.499038,106.649994,-12.573342,1970-01-21 11:51:54.188,BotPosition,True,1970-01-21
1432,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-167.10847,123.49654,-308.42654,1970-01-21 11:51:54.068,BotPosition,True,1970-01-21
070cc1c5-677f-4397-892b-70b4b77d3eab,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-210.24939,123.383995,-320.67633,1970-01-21 11:51:54.053,Position,False,1970-01-21
070cc1c5-677f-4397-892b-70b4b77d3eab,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-153.4819,119.23403,-299.38104,1970-01-21 11:51:54.103,Position,False,1970-01-21
1470,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-181.8372,142.11388,235.85257,1970-01-21 11:51:54.153,BotPosition,True,1970-01-21
1432,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-224.83443,123.44999,-319.80185,1970-01-21 11:51:54.043,BotPosition,True,1970-01-21
1480,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,134.05914,107.512695,99.447266,1970-01-21 11:51:54.279,BotPosition,True,1970-01-21
1435,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,31.868845,125.31942,-301.72595,1970-01-21 11:51:54.294,BotPosition,True,1970-01-21
1470,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-132.0473,149.13348,296.27924,1970-01-21 11:51:54.033,BotPosition,True,1970-01-21
1480,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,147.00858,111.742096,98.10227,1970-01-21 11:51:54.234,BotPosition,True,1970-01-21
1463,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-101.147095,132.28464,259.8765,1970-01-21 11:51:54.053,BotPosition,True,1970-01-21
